Product Name,Colors,Pic urls,Prod care
Block-striped T-shirt in interlock cotton,Red / Blue / Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50516524_404_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50516524_404_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50516524_404_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50516524_404_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50516524_404_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Three-pack of stretch-cotton briefs with logo waistbands,"White / Grey / Black ,Blue ,White ,Grey ,Black","https://images.hugoboss.com/is/image/boss/hbeu50475273_999_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475273_999_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475273_999_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475273_999_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475273_999_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475273_999_342?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475273_999_343?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Medium Heat , Do not chemical dry clean"
Stretch-cotton trunks with logo waistband,Black,"https://images.hugoboss.com/is/image/boss/hbeu50495958_001_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50495958_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50495958_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50495958_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50495958_001_341?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Medium Heat , Do not chemical dry clean"
Cotton-blend zip-neck sweater with logo detail,"Dark Blue ,White ,Grey ,Black","https://images.hugoboss.com/is/image/boss/hbeu50498525_402_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498525_402_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498525_402_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498525_402_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498525_402_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Cotton-terry zip-up jacket with logo patch,"Black ,Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50511709_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511709_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511709_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511709_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511709_001_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511709_001_341?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Two-pack of stretch-cotton tank tops with logo,"White / Black ,White ,Black","https://images.hugoboss.com/is/image/boss/hbeu50469778_960_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469778_960_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469778_960_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469778_960_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469778_960_341?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Low Heat , Do not chemical dry clean"
BOSS x Perfect Moment virgin-wool sweater with 'Ski' intarsia,"Black ,White","https://images.hugoboss.com/is/image/boss/hbeu50511356_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511356_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511356_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511356_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511356_001_100?wid=768&qlt=80","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Slim-fit polo shirt with long sleeves,"Dark Blue ,Brown","https://images.hugoboss.com/is/image/boss/hbeu50508850_404_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508850_404_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508850_404_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508850_404_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508850_404_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Two-pack of cotton-blend ankle socks with logos,Light Blue,"https://images.hugoboss.com/is/image/boss/hbeu50468102_456_200?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468102_456_240?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468102_456_250?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Do Not Iron , Do not chemical dry clean"
Relaxed-fit T-shirt in pure cotton with logo detail,,"https://images.hugoboss.com/is/image/boss/hbeu50513121_695_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513121_695_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513121_695_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513121_695_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513121_695_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Stretch-cotton long johns with logo waistband,Black,"https://images.hugoboss.com/is/image/boss/hbeu50485314_998_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50485314_998_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50485314_998_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50485314_998_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50485314_998_340?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Low Heat , Do not chemical dry clean"
Relaxed-fit shirt in seasonal printed canvas,Light Blue,"https://images.hugoboss.com/is/image/boss/hbeu50514181_485_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514181_485_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514181_485_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514181_485_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514181_485_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514181_485_100?wid=768&qlt=80","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Triple-pack of stretch-cotton boxer briefs with logo waistbands,Black,"https://images.hugoboss.com/is/image/boss/hbeu50499441_972_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50499441_972_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50499441_972_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50499441_972_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50499441_972_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50499441_972_342?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50499441_972_343?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Medium Heat , Do not chemical dry clean"
Regular-fit polo shirt in cotton and silk,"Light Grey ,Dark Blue ,Light Green","https://images.hugoboss.com/is/image/boss/hbeu50513836_041_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513836_041_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513836_041_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513836_041_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513836_041_100?wid=768&qlt=80","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Regular-fit sleeveless sweater in a translucent knit,"Brown ,Black","https://images.hugoboss.com/is/image/boss/hbeu50506088_294_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506088_294_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506088_294_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506088_294_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506088_294_100?wid=768&qlt=80","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
"Regular-fit sweater in wool, silk and cashmere","Light Blue ,Natural","https://images.hugoboss.com/is/image/boss/hbeu50509223_489_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509223_489_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509223_489_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509223_489_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509223_489_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Cotton-terry sweatshirt with logo print,Black,"https://images.hugoboss.com/is/image/boss/hbeu50522375_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522375_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522375_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522375_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522375_001_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Regular-fit sweater in 100% cashmere with ribbed cuffs,"Beige ,Blue ,Dark Blue ,Dark Green","https://images.hugoboss.com/is/image/boss/hbeu50522229_260_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522229_260_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522229_260_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522229_260_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522229_260_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
BOSS x ASSOS regular-fit UPF35 jersey top with branding,Black,"https://images.hugoboss.com/is/image/boss/hbeuC512021518_001_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeuC512021518_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeuC512021518_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeuC512021518_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeuC512021518_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeuC512021518_001_341?wid=768&qlt=80","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Do Not Iron , Do not chemical dry clean"
Regular-fit sweater in silk with geometric structure,"Dark Blue ,Brown","https://images.hugoboss.com/is/image/boss/hbeu50508159_404_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508159_404_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508159_404_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508159_404_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508159_404_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Slim-fit T-shirt with branded stand collar,Dark Red,"https://images.hugoboss.com/is/image/boss/hbeu50494128_604_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50494128_604_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50494128_604_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50494128_604_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50494128_604_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Relaxed-fit sparkle-effect polo sweater,Black,"https://images.hugoboss.com/is/image/boss/hbeu50499997_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50499997_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50499997_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50499997_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50499997_001_100?wid=768&qlt=80","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Stretch-cotton regular-fit T-shirt with contrast logo,,"https://images.hugoboss.com/is/image/boss/hbeu50506373_002_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506373_002_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506373_002_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506373_002_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506373_002_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Sleeveless cotton-jersey T-shirt with logo label,,"https://images.hugoboss.com/is/image/boss/hbeu50505305_722_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505305_722_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505305_722_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505305_722_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505305_722_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit shorts in water-repellent twill,Black,"https://images.hugoboss.com/is/image/boss/hbeu50515913_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515913_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515913_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515913_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515913_001_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515913_001_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Two-pack of regular-length socks in a cotton blend,"Grey ,Dark Blue ,Beige ,Dark Brown ,Dark Grey ,Black","https://images.hugoboss.com/is/image/boss/hbeu50516616_031_200?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50516616_031_240?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50516616_031_250?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Do Not Iron , Do not chemical dry clean"
Cotton-terry sweatshirt with smiley-face logo patch,Black,"https://images.hugoboss.com/is/image/boss/hbeu50522371_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522371_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522371_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522371_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522371_001_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
BOSS x Perfect Moment padded ski trousers,"Natural ,Brown ,Black","https://images.hugoboss.com/is/image/boss/hbeu50512658_111_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512658_111_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512658_111_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512658_111_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512658_111_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512658_111_240?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
Mixed-material hooded jacket with signature pocket,Dark Grey,"https://images.hugoboss.com/is/image/boss/hbeu50498533_027_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498533_027_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498533_027_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498533_027_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498533_027_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498533_027_341?wid=768&qlt=80","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Relaxed-fit zip-up hoodie with contrast panel,,"https://images.hugoboss.com/is/image/boss/hbeu50513383_271_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513383_271_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513383_271_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513383_271_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513383_271_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Relaxed-fit puffer jacket with seasonal flock print,"Patterned ,Grey","https://images.hugoboss.com/is/image/boss/hbeu50498616_388_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498616_388_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498616_388_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498616_388_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498616_388_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498616_388_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
Regular-length socks with anti-bacterial finish,"Dark Grey ,Dark Blue ,Black","https://images.hugoboss.com/is/image/boss/hbeu50469852_012_200?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469852_012_240?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469852_012_250?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Do Not Iron , Do not chemical dry clean"
Performance-stretch seersucker shorts with drawstring waist,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50515398_405_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515398_405_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515398_405_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515398_405_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515398_405_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515398_405_240?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Short-sleeved sweater in Tussah silk,"Light Yellow ,Dark Blue ,White","https://images.hugoboss.com/is/image/boss/hbeu50511981_754_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511981_754_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511981_754_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511981_754_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511981_754_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Mesh tank top with contrast logo and stripes,,"https://images.hugoboss.com/is/image/boss/hbeu50511218_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511218_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511218_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511218_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511218_001_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Rollneck sweater in degradé virgin wool and silk,"Dark Red ,Black","https://images.hugoboss.com/is/image/boss/hbeu50500669_602_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50500669_602_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50500669_602_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50500669_602_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50500669_602_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Cotton-blend sweatshirt with embroidered logo,,"https://images.hugoboss.com/is/image/boss/hbeu50515147_403_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515147_403_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515147_403_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515147_403_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515147_403_100?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton-terry relaxed-fit sweatshirt with logo detail,,"https://images.hugoboss.com/is/image/boss/hbeu50505268_525_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505268_525_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505268_525_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505268_525_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505268_525_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Block-stripe relaxed-fit sweater with logo lettering,Blue,"https://images.hugoboss.com/is/image/boss/hbeu50514724_493_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514724_493_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514724_493_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514724_493_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514724_493_100?wid=768&qlt=80","40°C mild wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Three-pack of cotton-jersey underwear T-shirts with logos,"Red / Blue / Black ,Green / Black / White","https://images.hugoboss.com/is/image/boss/hbeu50499445_977_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50499445_977_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50499445_977_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50499445_977_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50499445_977_341?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Medium Heat , Do not chemical dry clean"
Cotton beach towel with double monogram,Black,"https://images.hugoboss.com/is/image/boss/hbeu50515766_008_201?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515766_008_200?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515766_008_240?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Do Not Iron , Do not chemical dry clean"
Mixed-material zip-up hoodie with fleece lining,Orange,"https://images.hugoboss.com/is/image/boss/hbeu50498297_702_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498297_702_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498297_702_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498297_702_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498297_702_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Do Not Iron , Do not chemical dry clean"
BOSS x Perfect Moment pinstripe ski trousers,Grey,"https://images.hugoboss.com/is/image/boss/hbeu50512654_032_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512654_032_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512654_032_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512654_032_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512654_032_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512654_032_240?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
Cotton-terry tracksuit bottoms with blue logo patch,Black,"https://images.hugoboss.com/is/image/boss/hbeu50522372_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522372_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522372_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522372_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522372_001_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522372_001_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit sweater in 100% cashmere with ribbed cuffs,"Dark Green ,Blue ,Dark Blue ,Beige","https://images.hugoboss.com/is/image/boss/hbeu50522229_306_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522229_306_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522229_306_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522229_306_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50522229_306_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Cotton-blend pyjama bottoms with embroidered logo,,"https://images.hugoboss.com/is/image/boss/hbeu50479388_403_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479388_403_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479388_403_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479388_403_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479388_403_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479388_403_240?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Low Heat , Do not chemical dry clean"
